page_id,volume,page_number,verdict,right_wrong,note,article_numbers,product_package,match_count,libraries,import_prefixes,qualified_names,rel_paths,signatures,image_path,updated_at
v1-p036,1,36,yes,right,smoke test,1;2,maxwell,12,core;io,maxwell.core;maxwell.io,maxwell.io.article_parser.extract_article_number;maxwell.io.article_parser.extract_all_articles_from_chapter;maxwell.io.article_parser.extract_equations;maxwell.io.article_parser.extract_figure_references;maxwell.io.article_parser.extract_cross_references;maxwell.io.json_loader.load_article_json;maxwell.io.json_loader.load_chapter_json;maxwell.io.json_loader.load_volume_result;maxwell.io.json_loader.list_available_articles;maxwell.io.json_loader.batch_load_articles;maxwell.io.json_loader.extract_article_number_from_filename;maxwell.core.measurement.measurement_of_quantities,maxwell/io/article_parser.py;maxwell/io/article_parser.py;maxwell/io/article_parser.py;maxwell/io/article_parser.py;maxwell/io/article_parser.py;maxwell/io/json_loader.py;maxwell/io/json_loader.py;maxwell/io/json_loader.py;maxwell/io/json_loader.py;maxwell/io/json_loader.py;maxwell/io/json_loader.py;maxwell/core/measurement.py,"def extract_article_number(text: str) -> int | None: | def extract_all_articles_from_chapter(chapter_text: str) -> list[dict[str, Any]]: | def extract_equations(mathpix_markdown: str) -> list[dict[str, str]]: | def extract_figure_references(mathpix_markdown: str) -> list[dict[str, Any]]: | def extract_cross_references(text: str) -> list[dict[str, Any]]: | def load_article_json(filepath: str | os.PathLike) -> list[dict[str, Any]]: | def load_chapter_json(filepath: str | os.PathLike) -> dict[str, str]: | def load_volume_result( filepath: str | os.PathLike, lazy: bool = True, ) -> dict[str, Any] | Generator[dict[str, Any], None, None]: | def list_available_articles( volume_dir: str | os.PathLike, pattern: str = ""ARTICLE_*.json"", ) -> list[Path]: | def batch_load_articles( directory: str | os.PathLike, pattern: str = ""ARTICLE_*.json"", ) -> dict[int, list[dict[str, Any]]]: | def extract_article_number_from_filename(filename: str | Path) -> int | None: | def measurement_of_quantities( quantity_value: float, standard_value: float ) -> dict[str, float]:",C:\Users\antmi\maxwell-latex-books\Third Edition\VOLUME_1_PRELIM_TOC_IMAGES\page_036.png,2026-08-10T03:56:13Z
